,clicker_username,Student,Number of Clicks,Unnamed: 0,Group,user-requirement-phase5,infovis-phase5,novelty-phase5,total-phase5,tech-phase5,tech-phase4,user-requirement-phase4,infovis-phase4,novelty-phase4,total-phase4,tech-phase3,user-requirement-phase3,infovis-phase3,novelty-phase3,total-phase3,tech-phase2,user-requirement-phase2,infovis-phase2,novelty-phase2,total-phase2,tech-phase1,user-requirement-phase1,infovis-phase1,novelty-phase1,total-phase1,improve-ur-12,improve-ur-23,improve-ur-34,improve-ur-45,improve-ur-15,improve-ur-25,improve-vis-12,improve-vis-23,improve-vis-34,improve-vis-45,improve-vis-15,improve-vis-25,improve-novel-12,improve-novel-23,improve-novel-34,improve-novel-45,improve-novel-15,improve-novel-25,improve-tech-12,improve-tech-23,improve-tech-34,improve-tech-45,improve-tech-25,improve-tech-15,improve-total-12,improve-total-23,improve-total-34,improve-total-45,improve-total-15,improve-total-25,improve-sum-ur,improve-sum-vis,improve-sum-novel,improve-sum-tech,add-loc-12,delete-loc-12,change-files-12,add-loc-15,delete-loc-15,change-files-15,add-loc-23,delete-loc-23,change-files-23,add-loc-34,delete-loc-34,change-files-34,add-loc-45,delete-loc-45,change-files-45,add-loc-25,delete-loc-25,change-files-25,add-loc-sum
220,adriel62,juligarji,7,123,3.0,100.0,75.0,92.5,355.0,87.5,100.0,100.0,70.83,87.5,358.33,87.5,20.0,33.33,62.5,203.33,87.5,40.0,45.83,68.75,242.08,50.0,20.0,29.17,62.5,161.67,20.0,-20.0,80.0,0.0,80.0,60.0,16.659999999999997,-12.5,37.5,4.170000000000002,45.83,29.17,6.25,-6.25,25.0,5.0,30.0,23.75,37.5,0.0,12.5,-12.5,0.0,37.5,80.41000000000003,-38.75,154.99999999999997,-3.329999999999984,193.33,112.92,80.0,45.83,30.0,37.5,18.0,129.0,1.0,56.0,295.0,4.0,133.0,253.0,3.0,29.0,37.0,1.0,44.0,44.0,1.0,162.0,290.0,4.0,224.0
221,adriel62,jumcorredorro,4,159,3.0,100.0,62.5,75.0,325.0,87.5,87.5,80.0,58.33,79.17,305.0,87.5,80.0,75.0,87.5,330.0,87.5,80.0,54.17,87.5,309.17,62.5,40.0,33.33,50.0,185.83,40.0,0.0,0.0,20.0,60.0,20.0,20.840000000000003,20.83,-16.67,4.170000000000002,29.17,8.329999999999998,37.5,0.0,-8.329999999999998,-4.170000000000002,25.0,-12.5,25.0,0.0,0.0,0.0,0.0,25.0,123.34,20.829999999999984,-25.0,20.0,139.17,15.829999999999984,60.0,29.17,25.0,25.0,0.0,0.0,0.0,29.0,35.0,1.0,29.0,34.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,29.0,35.0,1.0,32.0
222,adriel62,kgbayala528,9,147,3.0,80.0,50.0,81.25,298.75,87.5,62.5,60.0,45.83,75.0,243.33,62.5,60.0,54.17,75.0,251.67,50.0,40.0,33.33,0.0,123.33,50.0,20.0,37.5,0.0,107.5,20.0,20.0,0.0,20.0,60.0,40.0,-4.170000000000002,20.840000000000003,-8.340000000000003,4.170000000000002,12.5,16.67,0.0,75.0,0.0,6.25,81.25,81.25,0.0,12.5,0.0,25.0,37.5,37.5,15.829999999999998,128.33999999999995,-8.339999999999975,55.41999999999999,191.25,175.42000000000002,60.0,12.5,81.25,37.5,37.0,67.0,2.0,41.0,151.0,2.0,8.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,88.0,2.0,45.0
223,adriel62,lacardenasv,10,139,3.0,100.0,75.0,75.0,350.0,100.0,87.5,60.0,37.5,75.0,260.0,87.5,60.0,54.17,75.0,264.17,62.5,60.0,54.17,87.5,264.17,62.5,20.0,29.17,75.0,186.67,40.0,0.0,0.0,40.0,80.0,40.0,25.0,0.0,-16.67,37.5,45.83,20.83,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,25.0,0.0,12.5,37.5,37.5,77.50000000000003,0.0,-4.170000000000016,90.0,163.33,85.82999999999998,80.0,45.83,0.0,37.5,21.0,13.0,2.0,41.0,111.0,6.0,2.0,51.0,3.0,61.0,294.0,5.0,38.0,54.0,2.0,30.0,108.0,5.0,122.0
224,adriel62,lemartinp,8,122,3.0,100.0,54.17,87.5,329.17,87.5,87.5,80.0,58.33,75.0,300.83,62.5,20.0,54.17,0.0,136.67,62.5,40.0,29.17,0.0,131.67,25.0,0.0,33.33,0.0,58.33,40.0,-20.0,60.0,20.0,100.0,60.0,-4.159999999999997,25.0,4.159999999999997,-4.159999999999997,20.840000000000003,25.0,0.0,0.0,75.0,12.5,87.5,87.5,37.5,0.0,25.0,0.0,25.0,62.5,73.33999999999999,5.0,164.16,28.340000000000032,270.84000000000003,197.50000000000003,100.0,20.840000000000003,87.5,62.5,9.0,76.0,4.0,14.0,303.0,4.0,0.0,0.0,0.0,26.0,246.0,4.0,2.0,4.0,1.0,26.0,248.0,4.0,37.0
225,adriel62,lgmoralesa,10,148,3.0,100.0,70.83,87.5,345.83,87.5,87.5,100.0,66.67,83.33,337.5,87.5,60.0,75.0,87.5,310.0,87.5,60.0,58.33,62.5,268.33,62.5,20.0,29.17,25.0,136.67,40.0,0.0,40.0,0.0,80.0,40.0,29.16,16.67,-8.329999999999998,4.159999999999997,41.66,12.5,37.5,25.0,-4.170000000000002,4.170000000000002,62.5,25.0,25.0,0.0,0.0,0.0,0.0,25.0,131.66,41.670000000000016,27.5,8.329999999999984,209.16,77.5,80.0,41.66,62.5,25.0,34.0,30.0,5.0,100.0,97.0,5.0,26.0,48.0,2.0,14.0,34.0,2.0,65.0,24.0,2.0,88.0,89.0,2.0,139.0
226,adriel62,lizzyt10h,9,157,3.0,20.0,54.17,81.25,255.42,100.0,100.0,0.0,29.17,16.67,145.83,87.5,0.0,33.33,25.0,145.83,75.0,0.0,0.0,0.0,75.0,100.0,0.0,29.17,25.0,154.17,0.0,0.0,0.0,20.0,20.0,20.0,-29.17,33.33,-4.159999999999997,25.0,25.0,54.17,-25.0,25.0,-8.329999999999998,64.58,56.25,81.25,-25.0,12.5,12.5,0.0,25.0,0.0,-79.16999999999999,70.83000000000001,0.0,109.58999999999996,101.25,180.42,20.0,25.0,56.25,0.0,13.0,11.0,4.0,22.0,21.0,5.0,0.0,0.0,3.0,31.0,53.0,4.0,29.0,66.0,2.0,17.0,18.0,6.0,73.0
227,adriel62,macuestap,17,145,3.0,40.0,50.0,25.0,177.5,62.5,62.5,20.0,41.67,25.0,149.17,62.5,20.0,37.5,25.0,145.0,62.5,20.0,37.5,25.0,145.0,100.0,0.0,25.0,43.75,168.75,20.0,0.0,0.0,20.0,40.0,20.0,12.5,0.0,4.170000000000002,8.329999999999998,25.0,12.5,-18.75,0.0,0.0,0.0,-18.75,0.0,-37.5,0.0,0.0,0.0,0.0,-37.5,-23.75,0.0,4.169999999999988,28.330000000000013,8.75,32.5,40.0,25.0,-18.75,-37.5,0.0,0.0,5.0,0.0,0.0,5.0,8.0,6.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,9.0,13.0,2.0,9.0
228,adriel62,ncampuzano,8,141,3.0,20.0,45.83,50.0,203.33,87.5,62.5,20.0,37.5,25.0,145.0,62.5,0.0,29.17,25.0,116.67,50.0,20.0,29.17,25.0,124.17,0.0,0.0,29.17,62.5,91.67,20.0,-20.0,20.0,0.0,20.0,0.0,0.0,0.0,8.329999999999998,8.329999999999998,16.659999999999997,16.659999999999997,-37.5,0.0,0.0,25.0,-12.5,25.0,50.0,12.5,0.0,25.0,37.5,87.5,32.5,-7.5,28.33,58.33000000000001,111.66,79.16000000000001,20.0,16.659999999999997,-12.5,87.5,40.0,198.0,9.0,43.0,273.0,10.0,188.0,21.0,14.0,0.0,0.0,0.0,4.0,243.0,2.0,191.0,263.0,15.0,232.0
229,adriel62,nfmorenog,3,124,3.0,0.0,37.5,15.0,127.5,75.0,75.0,0.0,33.33,12.5,120.83,75.0,0.0,33.33,25.0,133.33,75.0,0.0,33.33,25.0,133.33,50.0,0.0,29.17,25.0,104.17,0.0,0.0,0.0,0.0,0.0,0.0,4.159999999999997,0.0,0.0,4.170000000000002,8.329999999999998,4.170000000000002,0.0,0.0,-12.5,2.5,-10.0,-10.0,25.0,0.0,0.0,0.0,0.0,25.0,29.16000000000001,0.0,-12.500000000000014,6.670000000000002,23.33,-5.8300000000000125,0.0,8.329999999999998,-10.0,25.0,5.0,16.0,2.0,5.0,17.0,2.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,2.0,11.0
230,adriel62,oacastillol,11,140,3.0,60.0,62.5,37.5,235.0,75.0,62.5,0.0,33.33,25.0,120.83,62.5,0.0,33.33,25.0,120.83,62.5,0.0,29.17,25.0,116.67,0.0,0.0,29.17,62.5,91.67,0.0,0.0,0.0,60.0,60.0,60.0,0.0,4.159999999999997,0.0,29.17,33.33,33.33,-37.5,0.0,0.0,12.5,-25.0,12.5,62.5,0.0,0.0,12.5,12.5,75.0,25.0,4.159999999999997,0.0,114.17,143.32999999999998,118.33,60.0,33.33,-25.0,75.0,14.0,48.0,3.0,14.0,124.0,4.0,1.0,12.0,2.0,6.0,67.0,2.0,2.0,6.0,1.0,3.0,79.0,3.0,23.0
231,adriel62,ofnanezn,10,144,3.0,40.0,58.33,25.0,198.33,75.0,50.0,20.0,33.33,25.0,128.33,50.0,40.0,33.33,25.0,148.33,50.0,20.0,37.5,25.0,132.5,12.5,0.0,0.0,0.0,12.5,20.0,20.0,-20.0,20.0,40.0,20.0,37.5,-4.170000000000002,0.0,25.0,58.33,20.83,25.0,0.0,0.0,0.0,25.0,0.0,37.5,0.0,0.0,25.0,25.0,62.5,120.0,15.830000000000013,-20.0,70.0,185.83,65.83000000000001,40.0,58.33,25.0,62.5,8.0,1.0,2.0,22.0,7.0,2.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,2.0,22.0
232,adriel62,ronaldsg20,13,149,3.0,20.0,45.83,12.5,178.33,100.0,100.0,20.0,33.33,12.5,165.83,87.5,20.0,25.0,25.0,157.5,87.5,20.0,29.17,25.0,161.67,87.5,20.0,29.17,45.83,182.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.170000000000002,8.329999999999998,12.5,16.659999999999997,16.659999999999997,-20.83,0.0,-12.5,0.0,-33.33,-12.5,0.0,0.0,12.5,0.0,12.5,12.5,-20.830000000000013,-4.169999999999988,8.330000000000013,12.5,-4.169999999999988,16.660000000000025,0.0,16.659999999999997,-33.33,12.5,0.0,0.0,0.0,27.0,70.0,8.0,20.0,91.0,6.0,37.0,70.0,11.0,3.0,0.0,2.0,27.0,70.0,8.0,60.0
233,adriel62,sarizag,6,153,3.0,20.0,33.33,56.25,209.58,100.0,75.0,20.0,33.33,62.5,190.83,75.0,20.0,33.33,0.0,128.33,87.5,20.0,33.33,0.0,140.83,50.0,20.0,25.0,12.5,107.5,0.0,0.0,0.0,0.0,0.0,0.0,8.329999999999998,0.0,0.0,0.0,8.329999999999998,0.0,-12.5,0.0,62.5,-6.25,43.75,56.25,37.5,-12.5,0.0,25.0,12.5,50.0,33.33000000000001,-12.5,62.5,18.75,102.08,68.75,0.0,8.329999999999998,43.75,50.0,15.0,56.0,2.0,23.0,100.0,3.0,0.0,0.0,0.0,12.0,870.0,1.0,858.0,36.0,3.0,19.0,55.0,3.0,885.0
234,adriel62,smarquezo,6,152,3.0,20.0,33.33,57.5,185.83,75.0,62.5,20.0,29.17,0.0,111.67,62.5,20.0,29.17,0.0,111.67,62.5,20.0,29.17,0.0,111.67,50.0,20.0,29.17,0.0,99.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.159999999999997,4.159999999999997,4.159999999999997,0.0,0.0,0.0,57.5,57.5,57.5,12.5,0.0,0.0,12.5,12.5,25.0,12.5,0.0,0.0,74.16000000000001,86.66000000000001,74.16000000000001,0.0,4.159999999999997,57.5,25.0,5.0,74.0,1.0,27.0,610.0,1.0,0.0,0.0,0.0,94.0,263.0,1.0,26.0,371.0,1.0,94.0,608.0,1.0,125.0
235,adriel62,spenas,10,146,3.0,20.0,33.33,0.0,115.83,62.5,62.5,20.0,33.33,0.0,115.83,62.5,20.0,33.33,0.0,115.83,62.5,20.0,33.33,0.0,115.83,50.0,20.0,58.33,0.0,128.33,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,-12.500000000000014,0.0,0.0,0.0,-12.500000000000014,0.0,0.0,-25.0,0.0,12.5,83.0,59.0,5.0,83.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
236,adriel62,srmedinac,14,128,3.0,20.0,33.33,0.0,128.33,75.0,62.5,20.0,33.33,0.0,115.83,62.5,20.0,33.33,0.0,115.83,62.5,20.0,33.33,0.0,115.83,25.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,20.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,12.5,12.5,50.0,90.83,0.0,0.0,12.500000000000014,103.33,12.500000000000014,20.0,33.33,0.0,50.0,48.0,228.0,6.0,48.0,228.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,51.0
237,adriel62,wapiravaguens,9,130,3.0,80.0,75.0,72.5,327.5,100.0,62.5,80.0,75.0,0.0,217.5,62.5,80.0,50.0,0.0,192.5,62.5,80.0,50.0,0.0,192.5,62.5,60.0,54.17,62.5,239.17,20.0,0.0,0.0,0.0,20.0,0.0,-4.170000000000002,0.0,25.0,0.0,20.83,25.0,-62.5,0.0,0.0,72.5,10.0,72.5,0.0,0.0,0.0,37.5,37.5,37.5,-46.66999999999999,0.0,25.0,110.0,88.33000000000001,135.0,20.0,20.83,10.0,37.5,26.0,58.0,2.0,33.0,77.0,2.0,13.0,18.0,2.0,12.0,16.0,2.0,1.0,4.0,2.0,21.0,33.0,2.0,52.0
238,afceballosr,AFelipeGA,1,125,3.0,40.0,37.5,56.25,221.25,87.5,75.0,40.0,37.5,0.0,152.5,75.0,40.0,37.5,0.0,152.5,75.0,40.0,37.5,0.0,152.5,12.5,0.0,25.0,0.0,37.5,40.0,0.0,0.0,0.0,40.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,56.25,56.25,56.25,62.5,0.0,0.0,12.5,12.5,75.0,115.0,0.0,0.0,68.75,183.75,68.75,40.0,12.5,56.25,75.0,0.0,0.0,0.0,25.0,203.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,afceballosr,Chranium,1,154,3.0,20.0,25.0,0.0,95.0,50.0,50.0,20.0,25.0,0.0,95.0,50.0,20.0,25.0,0.0,95.0,62.5,20.0,25.0,0.0,107.5,0.0,20.0,25.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,-12.5,0.0,0.0,-12.5,50.0,62.5,-12.5,0.0,0.0,50.0,-12.5,0.0,0.0,0.0,50.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0
240,afceballosr,DavidQP,1,155,3.0,80.0,70.83,83.33,284.17,50.0,50.0,80.0,66.67,75.0,271.67,50.0,20.0,54.17,0.0,124.17,50.0,20.0,50.0,0.0,120.0,37.5,20.0,54.17,0.0,111.67,0.0,0.0,60.0,0.0,60.0,60.0,-4.170000000000002,4.170000000000002,12.5,4.159999999999997,16.659999999999997,20.83,0.0,0.0,75.0,8.329999999999998,83.33,83.33,12.5,0.0,0.0,0.0,0.0,12.5,8.329999999999998,4.170000000000002,147.5,12.5,172.5,164.17000000000002,60.0,16.659999999999997,83.33,12.5,146.0,259.0,3.0,8.0,10.0,3.0,53.0,49.0,2.0,1.0,4.0,2.0,4.0,17.0,2.0,28.0,44.0,2.0,204.0
241,afceballosr,DianaNavarrete,1,132,3.0,20.0,62.5,25.0,145.0,37.5,37.5,20.0,58.33,0.0,115.83,37.5,60.0,50.0,0.0,147.5,50.0,20.0,58.33,0.0,128.33,37.5,0.0,62.5,0.0,100.0,20.0,40.0,-40.0,0.0,20.0,0.0,-4.170000000000002,-8.329999999999998,8.329999999999998,4.170000000000002,0.0,4.170000000000002,0.0,0.0,0.0,25.0,25.0,25.0,12.5,-12.5,0.0,0.0,-12.5,0.0,28.330000000000013,19.169999999999987,-31.67,29.17,45.0,16.669999999999987,20.0,0.0,25.0,0.0,0.0,0.0,0.0,54.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
242,afceballosr,NicolasPrr,1,158,3.0,100.0,83.33,90.0,360.83,87.5,62.5,0.0,33.33,25.0,120.83,50.0,0.0,33.33,25.0,108.33,50.0,0.0,25.0,25.0,100.0,62.5,0.0,25.0,25.0,112.5,0.0,0.0,0.0,100.0,100.0,100.0,0.0,8.329999999999998,0.0,50.0,58.33,58.33,0.0,0.0,0.0,65.0,65.0,65.0,-12.5,0.0,12.5,25.0,37.5,25.0,-12.5,8.329999999999998,12.5,240.0,248.33,260.83,100.0,58.33,65.0,25.0,0.0,0.0,0.0,41.0,49.0,5.0,0.0,0.0,0.0,106.0,285.0,4.0,2.0,4.0,4.0,41.0,49.0,5.0,108.0
243,afceballosr,afforeroc,1,137,3.0,20.0,29.17,50.0,161.67,62.5,50.0,20.0,29.17,0.0,99.17,50.0,20.0,33.33,0.0,103.33,50.0,20.0,33.33,0.0,103.33,12.5,20.0,33.33,0.0,65.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.159999999999997,0.0,-4.159999999999997,-4.159999999999997,0.0,0.0,0.0,50.0,50.0,50.0,37.5,0.0,0.0,12.5,12.5,50.0,37.5,0.0,-4.159999999999997,62.49999999999999,95.84,58.33999999999999,0.0,-4.159999999999997,50.0,50.0,10.0,132.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,111.0,3.0,10.0
244,afceballosr,capinzor,1,143,3.0,20.0,25.0,58.33,203.33,100.0,87.5,20.0,25.0,62.5,195.0,100.0,20.0,25.0,62.5,207.5,75.0,20.0,25.0,0.0,120.0,25.0,20.0,25.0,37.5,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.5,62.5,0.0,-4.170000000000002,20.83,58.33,50.0,25.0,-12.5,12.5,25.0,75.0,12.5,87.5,-12.5,8.330000000000013,95.83,83.33000000000001,0.0,0.0,20.83,75.0,88.0,172.0,2.0,7.0,59.0,4.0,135.0,149.0,1.0,83.0,54.0,1.0,7.0,59.0,4.0,16.0,15.0,2.0,313.0
245,afceballosr,cccristanchoc,1,150,3.0,20.0,33.33,56.25,197.08,87.5,62.5,20.0,33.33,0.0,115.83,50.0,20.0,33.33,0.0,103.33,50.0,20.0,33.33,0.0,103.33,25.0,20.0,29.17,0.0,74.17,0.0,0.0,0.0,0.0,0.0,0.0,4.159999999999997,0.0,0.0,0.0,4.159999999999997,0.0,0.0,0.0,0.0,56.25,56.25,56.25,25.0,0.0,12.5,25.0,37.5,62.5,29.16,0.0,12.5,81.25000000000001,122.91,93.75,0.0,4.159999999999997,56.25,62.5,0.0,0.0,0.0,99.0,182.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,2.0,2.0,38.0,5.0,16.0
246,afceballosr,dagofonseca,3,138,3.0,40.0,37.5,66.67,231.67,87.5,87.5,40.0,37.5,100.0,265.0,50.0,40.0,37.5,100.0,227.5,50.0,40.0,25.0,75.0,190.0,12.5,20.0,25.0,0.0,57.5,20.0,0.0,0.0,0.0,20.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,75.0,25.0,0.0,-33.33,66.67,-8.329999999999998,37.5,0.0,37.5,0.0,37.5,75.0,132.5,37.5,37.5,-33.33000000000001,174.17,41.66999999999999,20.0,12.5,66.67,75.0,0.0,0.0,0.0,31.0,141.0,12.0,31.0,70.0,9.0,1.0,11.0,4.0,20.0,90.0,6.0,11.0,16.0,1.0,52.0
247,afceballosr,davidh17,1,131,3.0,20.0,45.83,56.25,209.58,87.5,75.0,0.0,0.0,0.0,75.0,62.5,100.0,58.33,0.0,220.83,62.5,100.0,58.33,25.0,245.83,37.5,60.0,58.33,0.0,155.83,40.0,0.0,-100.0,20.0,-40.0,-80.0,0.0,0.0,-58.33,45.83,-12.5,-12.5,25.0,-25.0,0.0,56.25,56.25,31.25,25.0,0.0,12.5,12.5,25.0,50.0,90.0,-25.0,-145.83,134.58,53.75,-36.25,-40.0,-12.5,56.25,50.0,3.0,3.0,2.0,91.0,296.0,6.0,51.0,136.0,4.0,448.0,642.0,4.0,96.0,124.0,5.0,55.0,54.0,3.0,598.0
248,afceballosr,dduartec,1,127,3.0,80.0,83.33,95.0,345.83,87.5,87.5,0.0,0.0,0.0,87.5,87.5,80.0,62.5,75.0,305.0,87.5,100.0,70.83,75.0,333.33,0.0,0.0,41.67,0.0,41.67,100.0,-20.0,-80.0,80.0,80.0,-20.0,29.16,-8.329999999999998,-62.5,83.33,41.66,12.5,75.0,0.0,-75.0,95.0,95.0,20.0,87.5,0.0,0.0,0.0,0.0,87.5,291.66,-28.329999999999984,-217.5,258.33,304.16,12.5,80.0,41.66,95.0,87.5,23.0,21.0,2.0,7.0,7.0,4.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,23.0,2.0,30.0
249,afceballosr,jorge52an,2,134,3.0,100.0,50.0,60.0,310.0,100.0,75.0,60.0,33.33,75.0,243.33,75.0,0.0,25.0,62.5,162.5,75.0,0.0,25.0,87.5,187.5,50.0,20.0,29.17,0.0,99.17,-20.0,0.0,60.0,40.0,80.0,100.0,-4.170000000000002,0.0,8.329999999999998,16.67,20.83,25.0,87.5,-25.0,12.5,-15.0,60.0,-27.5,25.0,0.0,0.0,25.0,25.0,50.0,88.33,-25.0,80.83000000000001,66.66999999999999,210.83,122.5,80.0,20.83,60.0,50.0,5.0,23.0,1.0,13.0,101.0,1.0,8.0,11.0,1.0,4.0,0.0,1.0,17.0,80.0,1.0,18.0,88.0,1.0,34.0
250,afceballosr,jscastelblancoh,3,135,3.0,100.0,83.33,100.0,358.33,75.0,75.0,100.0,66.67,75.0,316.67,75.0,60.0,33.33,62.5,230.83,75.0,60.0,41.67,87.5,264.17,50.0,60.0,29.17,62.5,201.67,0.0,0.0,40.0,0.0,40.0,40.0,12.5,-8.340000000000003,33.34,16.659999999999997,54.16,41.66,25.0,-25.0,12.5,25.0,37.5,12.5,25.0,0.0,0.0,0.0,0.0,25.0,62.50000000000003,-33.34,85.84,41.65999999999997,156.66,94.15999999999995,40.0,54.16,37.5,25.0,12.0,28.0,3.0,43.0,240.0,3.0,40.0,107.0,1.0,39.0,118.0,2.0,15.0,50.0,2.0,57.0,238.0,2.0,106.0
251,afceballosr,juclopezso,1,136,3.0,60.0,50.0,81.25,278.75,87.5,62.5,60.0,29.17,0.0,151.67,62.5,20.0,29.17,0.0,111.67,62.5,20.0,29.17,0.0,111.67,25.0,20.0,25.0,0.0,70.0,0.0,0.0,40.0,0.0,40.0,40.0,4.170000000000002,0.0,0.0,20.83,25.0,20.83,0.0,0.0,0.0,81.25,81.25,81.25,37.5,0.0,0.0,25.0,25.0,62.5,41.67,0.0,39.99999999999999,127.08,208.75,167.07999999999998,40.0,25.0,81.25,62.5,300.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,175.0,1.0,125.0,0.0,1.0,25.0,300.0,1.0,450.0
252,afceballosr,juligarji,2,123,3.0,100.0,75.0,92.5,355.0,87.5,100.0,100.0,70.83,87.5,358.33,87.5,20.0,33.33,62.5,203.33,87.5,40.0,45.83,68.75,242.08,50.0,20.0,29.17,62.5,161.67,20.0,-20.0,80.0,0.0,80.0,60.0,16.659999999999997,-12.5,37.5,4.170000000000002,45.83,29.17,6.25,-6.25,25.0,5.0,30.0,23.75,37.5,0.0,12.5,-12.5,0.0,37.5,80.41000000000003,-38.75,154.99999999999997,-3.329999999999984,193.33,112.92,80.0,45.83,30.0,37.5,18.0,129.0,1.0,56.0,295.0,4.0,133.0,253.0,3.0,29.0,37.0,1.0,44.0,44.0,1.0,162.0,290.0,4.0,224.0
253,afceballosr,jumcorredorro,2,159,3.0,100.0,62.5,75.0,325.0,87.5,87.5,80.0,58.33,79.17,305.0,87.5,80.0,75.0,87.5,330.0,87.5,80.0,54.17,87.5,309.17,62.5,40.0,33.33,50.0,185.83,40.0,0.0,0.0,20.0,60.0,20.0,20.840000000000003,20.83,-16.67,4.170000000000002,29.17,8.329999999999998,37.5,0.0,-8.329999999999998,-4.170000000000002,25.0,-12.5,25.0,0.0,0.0,0.0,0.0,25.0,123.34,20.829999999999984,-25.0,20.0,139.17,15.829999999999984,60.0,29.17,25.0,25.0,0.0,0.0,0.0,29.0,35.0,1.0,29.0,34.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,29.0,35.0,1.0,32.0
254,afceballosr,kgbayala528,1,147,3.0,80.0,50.0,81.25,298.75,87.5,62.5,60.0,45.83,75.0,243.33,62.5,60.0,54.17,75.0,251.67,50.0,40.0,33.33,0.0,123.33,50.0,20.0,37.5,0.0,107.5,20.0,20.0,0.0,20.0,60.0,40.0,-4.170000000000002,20.840000000000003,-8.340000000000003,4.170000000000002,12.5,16.67,0.0,75.0,0.0,6.25,81.25,81.25,0.0,12.5,0.0,25.0,37.5,37.5,15.829999999999998,128.33999999999995,-8.339999999999975,55.41999999999999,191.25,175.42000000000002,60.0,12.5,81.25,37.5,37.0,67.0,2.0,41.0,151.0,2.0,8.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,88.0,2.0,45.0
255,afceballosr,lacardenasv,2,139,3.0,100.0,75.0,75.0,350.0,100.0,87.5,60.0,37.5,75.0,260.0,87.5,60.0,54.17,75.0,264.17,62.5,60.0,54.17,87.5,264.17,62.5,20.0,29.17,75.0,186.67,40.0,0.0,0.0,40.0,80.0,40.0,25.0,0.0,-16.67,37.5,45.83,20.83,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,25.0,0.0,12.5,37.5,37.5,77.50000000000003,0.0,-4.170000000000016,90.0,163.33,85.82999999999998,80.0,45.83,0.0,37.5,21.0,13.0,2.0,41.0,111.0,6.0,2.0,51.0,3.0,61.0,294.0,5.0,38.0,54.0,2.0,30.0,108.0,5.0,122.0
256,afceballosr,lemartinp,2,122,3.0,100.0,54.17,87.5,329.17,87.5,87.5,80.0,58.33,75.0,300.83,62.5,20.0,54.17,0.0,136.67,62.5,40.0,29.17,0.0,131.67,25.0,0.0,33.33,0.0,58.33,40.0,-20.0,60.0,20.0,100.0,60.0,-4.159999999999997,25.0,4.159999999999997,-4.159999999999997,20.840000000000003,25.0,0.0,0.0,75.0,12.5,87.5,87.5,37.5,0.0,25.0,0.0,25.0,62.5,73.33999999999999,5.0,164.16,28.340000000000032,270.84000000000003,197.50000000000003,100.0,20.840000000000003,87.5,62.5,9.0,76.0,4.0,14.0,303.0,4.0,0.0,0.0,0.0,26.0,246.0,4.0,2.0,4.0,1.0,26.0,248.0,4.0,37.0
