,fall2016-goldironhack-mingchucong,fall2016-goldironhack-zhe1994,fall2016-goldironhack-zhan1046,fall2016-goldironhack-zhan2709,fall2016-goldironhack-mlung,fall2016-goldironhack-mingranli,fall2016-goldironhack-corpsefact,fall2016-goldironhack-yifeitai,fall2016-goldironhack-andrewjst,fall2016-goldironhack-yexin,fall2016-goldironhack-ravengao,fall2016-goldironhack-zhao719,fall2016-goldironhack-tang227,fall2016-goldironhack-jwbalazs,fall2016-goldironhack-owen9211,fall2016-goldironhack-lindunhe,fall2016-goldironhack-vtung,fall2016-goldironhack-peng115,fall2016-goldironhack-ditton,fall2016-goldironhack-bfellur,fall2016-goldironhack-ssandeep,fall2016-goldironhack-yunhan,fall2016-goldironhack-gillism,fall2016-goldironhack-michaelredding,fall2016-goldironhack-gardne16,fall2016-goldironhack-hutchin5,fall2016-goldironhack-steven91,fall2016-goldironhack-beichhor,fall2016-goldironhack-wenjiewu,fall2016-goldironhack-aorme,fall2016-goldironhack-marti763
fall2016-goldironhack-mingchucong,0.5,0.4,0.42857142857142855,0.0,0.6,0.5,0.0,0.6,0.0,0.0,0.3,0.13636363636363635,0.375,0.5,0.0,0.3,0.0,0.5,0.3333333333333333,0.6,0.5,0.4,0.0,0.0,0.08333333333333333,0.0,0.0,0.3,0.6,0.14285714285714285,0.6
fall2016-goldironhack-zhe1994,0.5,0.4,0.42857142857142855,0.0,0.6,0.5,0.0,0.6,0.0,0.0,0.3,0.13636363636363635,0.375,0.5,0.0,0.3,0.0,0.5,0.3333333333333333,0.6,0.5,0.4,0.0,0.0,0.08333333333333333,0.0,0.0,0.3,0.6,0.14285714285714285,0.6
fall2016-goldironhack-zhan1046,0.5,0.4,0.42857142857142855,0.0,0.6,0.5,0.0,0.6,0.0,0.0,0.3,0.13636363636363635,0.375,0.5,0.0,0.3,0.0,0.5,0.3333333333333333,0.6,0.5,0.4,0.0,0.0,0.08333333333333333,0.0,0.0,0.3,0.6,0.14285714285714285,0.6
fall2016-goldironhack-zhan2709,0.5,0.4,0.42857142857142855,0.0,0.6,0.5,0.0,0.6,0.0,0.0,0.3,0.13636363636363635,0.375,0.5,0.0,0.3,0.0,0.5,0.3333333333333333,0.6,0.5,0.4,0.0,0.0,0.08333333333333333,0.0,0.0,0.3,0.6,0.14285714285714285,0.6
fall2016-goldironhack-mlung,0.5,0.4,0.42857142857142855,0.0,0.6,0.5,0.0,0.6,0.0,0.0,0.3,0.13636363636363635,0.375,0.5,0.0,0.3,0.0,0.5,0.3333333333333333,0.6,0.5,0.4,0.0,0.0,0.08333333333333333,0.0,0.0,0.3,0.6,0.14285714285714285,0.6
fall2016-goldironhack-mingranli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall2016-goldironhack-corpsefact,0.05084745762711865,0.034482758620689655,0.05,0.0,0.05172413793103448,0.05084745762711865,0.0,0.05172413793103448,0.0,0.0,0.1,0.08333333333333333,0.06666666666666667,0.05084745762711865,0.0,0.047619047619047616,0.0,0.05084745762711865,0.03389830508474576,0.05172413793103448,0.05084745762711865,0.034482758620689655,0.0,0.0,0.03125,0.0,0.0,0.047619047619047616,0.05172413793103448,0.016666666666666666,0.05172413793103448
fall2016-goldironhack-yifeitai,0.5,0.4,0.42857142857142855,0.0,0.6,0.5,0.0,0.6,0.0,0.0,0.3,0.13636363636363635,0.375,0.5,0.0,0.3,0.0,0.5,0.3333333333333333,0.6,0.5,0.4,0.0,0.0,0.08333333333333333,0.0,0.0,0.3,0.6,0.14285714285714285,0.6
fall2016-goldironhack-andrewjst,0.015873015873015872,0.010638297872340425,0.015789473684210527,0.0,0.015957446808510637,0.015873015873015872,0.0,0.015957446808510637,0.0,0.0,0.031578947368421054,0.04,0.021052631578947368,0.015873015873015872,0.0,0.015544041450777202,0.0,0.015873015873015872,0.010582010582010581,0.015957446808510637,0.015873015873015872,0.010638297872340425,0.0,0.0,0.015544041450777202,0.0,0.0,0.015544041450777202,0.015957446808510637,0.005263157894736842,0.015957446808510637
fall2016-goldironhack-yexin,0.5,0.4,0.42857142857142855,0.0,0.6,0.5,0.0,0.6,0.0,0.0,0.3,0.13636363636363635,0.375,0.5,0.0,0.3,0.0,0.5,0.3333333333333333,0.6,0.5,0.4,0.0,0.0,0.08333333333333333,0.0,0.0,0.3,0.6,0.14285714285714285,0.6
