,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,0.0,0.0,0.0,0.75,0.0,0.6,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-analyst1001,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.5,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.008695652173913044
fall2016-blackironhack-pptx,0.0,0.0,0.0,0.6,0.25,0.8,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.008928571428571428
fall2016-blackironhack-lennax,0.0,0.0,0.0,0.4,0.0,0.25,0.0,0.1,0.3,0.11764705882352941,0.0,0.0,0.0,0.017094017094017096
fall2016-blackironhack-emmyzhang,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.5,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.008695652173913044
fall2016-blackironhack-saul97,0.0,0.0,0.0,0.5,0.125,0.4444444444444444,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.008620689655172414
fall2016-blackironhack-thesoupgirl,0.0,0.0,0.0,0.6,0.25,0.8,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.008928571428571428
fall2016-blackironhack-kathy789,0.0,0.0,0.0,0.5,0.125,0.4444444444444444,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.008620689655172414
fall2016-blackironhack-sauravn,0.0,0.0,0.0,0.1111111111111111,0.027777777777777776,0.10810810810810811,0.0,0.027777777777777776,0.08333333333333333,0.15384615384615385,0.10810810810810811,0.0,0.0,0.1885245901639344
fall2016-blackironhack-nathanamorin,0.0,0.0,0.0,0.031746031746031744,0.007936507936507936,0.031496062992125984,0.0,0.007936507936507936,0.023809523809523808,0.038461538461538464,0.0,0.0,0.0,0.7407407407407407
fall2016-blackironhack-chriscoraggio,0.0,0.0,0.0,0.2857142857142857,0.07142857142857142,0.26666666666666666,0.0,0.07142857142857142,0.21428571428571427,0.045454545454545456,0.0,0.0,0.0,0.01652892561983471
fall2016-blackironhack-rkp7,0.0,0.0,0.0,0.6,0.25,0.8,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.008928571428571428
fall2016-blackironhack-drewatk,0.0,0.0,0.0,0.8,0.2,0.6666666666666666,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.008849557522123894
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.0,0.0,0.8108108108108109
